title,artist,id,source,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Na Na,Trey Songz,7BnXH3Ex2a6uaGz35Q2cWy,N,0.726,0.14,0.0378,0.2,0.906,0.112,0.0974,96.997,6
Future Swag,Young Thug,7r6LNJT2LqpLpEyZQJPygt,N,0.86,0.561,0.185,0.274,0.0,0.108,0.354,152.984,4
All Night,Steve Aoki,2E3xct5WvSnP64elHxCJdx,N,0.589,0.673,0.0375,0.00339,0.492,0.838,0.075,90.494,3
Hot (Remix),Young Thug,5Z8HZM6iQMhhqyPcCGY5g9,N,0.855,0.651,0.235,0.063,0.0,0.0772,0.559,111.997,4
Seasons,6Lack,4at3d5QWnlibMVN75ECDrp,N,0.61,0.458,0.36,0.696,0.000103,0.0852,0.246,192.099,4
Lose Control,Meduza,44Fy9nmj1bBh42WviVea0m,N,0.627,0.768,0.042,0.0269,0.00124,0.116,0.168,127.903,0
Shake It Off,Us The Duo,2Q0WZoJaRJlelcxqOvowUc,N,0.738,0.906,0.274,0.139,0.0,0.0691,0.831,160.088,4
Escape From Babylon,$Uicideboy$,7yltH5UxM0BExPv9hnYdiV,N,0.791,0.584,0.238,0.138,5.26e-06,0.299,0.703,149.915,4
Tal Vez,Eslabon Armado,7rxHR6dby35y5pjAYQP4ZW,N,0.789,0.705,0.0486,0.262,2.92e-06,0.121,0.838,112.097,1
Wwiii,Machine Gun Kelly,6L4umJ0asO6AHYGSq1fq42,N,0.444,0.942,0.135,8.25e-05,3.84e-06,0.143,0.773,160.139,0
Lockdown,Anderson .Paak,276zciJ7Fg7Jk6Ta6QuLkp,N,0.841,0.898,0.104,0.271,0.0151,0.304,0.931,98.401,1
Junya,Kanye West,6yapX2xaCTlMixwkk5S8P7,N,0.756,0.69,0.0639,0.27,0.0,0.303,0.399,148.092,0
The Happiest Girl,Blackpink,5WuTbhppMEy0cuWnW4NNGg,N,0.613,0.0411,0.0478,0.99,0.951,0.125,0.335,88.971,2
33 “God”,Bon Iver,3EYj5rxRbNM3nijF9dOtry,N,0.323,0.112,0.0351,0.972,0.106,0.0935,0.0996,86.564,5
Will,Joyner Lucas,68Mb2yMSgziVn02a0y3LXM,N,0.809,0.82,0.114,0.0212,0.000568,0.0989,0.395,143.034,0
Conrad Tokyo,A Tribe Called Quest,0PVDDElunFXLu5U7YEGrDX,N,0.688,0.77,0.0381,0.0915,0.893,0.0647,0.486,182.597,6
We Outta Here!,Lil Yachty,6vDyzD9o8aYhR1963oJpkO,N,0.44,0.661,0.124,0.418,0.00264,0.621,0.61,127.892,3
34+35,Ariana Grande,1hG4V53eR16jg7jVTNLOiX,N,0.83,0.585,0.094,0.237,0.0,0.248,0.485,109.978,1
Alice,Lady Gaga,5ka2ajep9OAvU5Sgduhiex,N,0.669,0.78,0.053,0.0265,1.63e-06,0.143,0.738,139.945,1
Cuddle Up,Catey Shaw,6a8l86YasUSKVCyRTHX5Fb,N,0.618,0.754,0.0546,0.0148,0.0,0.178,0.317,120.019,0
If It Ain'T Love,Jason Derulo,7JmPqImeW3kLoYVNBA9v11,N,0.588,0.856,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,1
Don'T Cry,Lil Wayne,1IAwOus4U8NKyv3H3J4BW5,N,0.868,0.452,0.163,0.409,0.0,0.114,0.489,108.002,1
Like That,Jack & Jack,4cLxUG9hsix8lj6woZ4j3w,N,0.626,0.8,0.0297,0.622,0.213,0.244,0.691,160.08,1
Ain'T That Easy,D'Angelo,3RE93xPC29qZqbubAUeXTt,N,0.843,0.375,0.381,0.145,0.00461,0.167,0.557,80.064,4
Invisible,Linkin Park,4b67MDtD92iU5Rsys7yWgy,N,0.638,0.365,0.0437,0.797,0.934,0.112,0.17,116.012,2
Juke Jam,Chance The Rapper,1vrmAvc4WcVbDe1fmPRtUT,N,0.913,0.785,0.222,0.000756,0.0176,0.0959,0.0739,150.016,4
God Rest Ye Merry Gentlemen,Pentatonix,1u1dx85zqHtyY2uFmjHreA,N,0.547,0.0921,0.0422,0.867,0.867,0.292,0.313,81.187,2
Separate Ways (Worlds Apart)  Bryce Miller/Alloy Tracks Remix,Journey,59XnaH9k3ZYBUpBHM6PAfE,N,0.436,0.931,0.0625,0.0539,0.0,0.174,0.444,131.469,0
New Love,Silk City,4VZXB1paIf867OlmQg89GU,N,0.579,0.621,0.0445,0.152,4.01e-06,0.0869,0.343,90.354,0
Sin,Young Thug,5Z8HZM6iQMhhqyPcCGY5g9,N,0.855,0.651,0.235,0.063,0.0,0.0772,0.559,111.997,4
Chained To The Rhythm,Katy Perry,6d1ALLOIkYl3Yft9Tqc5BO,N,0.757,0.705,0.203,0.329,0.0,0.118,0.439,95.022,1
I'M A Mess,Bebe Rexha,0xCA70t1ZA4fa9UOE0lIJm,N,0.697,0.377,0.0397,0.556,0.0,0.0999,0.336,138.754,5
We Are Bulletproof : The Eternal,Bts,4NvrUkFloWjJAKCK8AJbtS,N,0.474,0.954,0.0953,2.91e-05,5.08e-05,0.128,0.204,120.081,0
Feline,Juice Wrld,0C3gyphZJY83XplEHz30m0,N,0.598,0.768,0.0484,0.106,0.0,0.107,0.206,148.007,0
Light It Up,Migos,3j84U36KvLeXNDPv4t5pI8,N,0.682,0.559,0.127,0.174,0.0,0.344,0.137,202.015,0
Sincerity Is Scary,The 1975,5sUYiC75z3NHlE2RWqWzSs,N,0.881,0.35,0.048,0.0233,0.587,0.0931,0.375,90.998,6
A Head Full Of Dreams,Coldplay,6033sHDIkwdftCKf7b3AMG,N,0.451,0.609,0.0366,0.000163,0.0446,0.0705,0.0914,123.024,0
Wicked,Trippie Redd,4apiNNK0jp9uqn3JDG9My1,N,0.28,0.821,0.111,0.167,0.0,0.139,0.254,181.444,0
Enemies,Lauv,6trcWa80v5sHmLUEYcVsW9,N,0.755,0.619,0.0772,0.241,0.0,0.0813,0.167,130.013,0
Upgrade,Joji,0rKtyWc8bvkriBthvHKY8d,N,0.515,0.479,0.0261,0.544,0.00598,0.191,0.284,88.964,5
Intro,Shawn Mendes,4V9QfQ60zTI0K9b47q5xhD,N,0.496,0.287,0.0344,0.56,6.98e-06,0.326,0.534,76.317,5
I Got The Juice,Meek Mill,7xF4zfCWYoatOkNtKfOJlg,N,0.892,0.398,0.41,0.0606,0.0,0.148,0.378,128.052,4
From The D To The A,Tee Grizzley,0qMpGBUi0q9HU91XRJqZY5,N,0.824,0.821,0.239,0.208,0.0,0.448,0.335,99.991,3
Forty Six & 2,Tool,6xttnk5U2VMVCaihaD0RPE,N,0.342,0.343,0.191,0.000799,0.779,0.0832,0.196,115.38,6
Just For Us,Francis And The Lights,1139OIGi7E3TaPuKKCUi1f,N,0.592,0.814,0.0285,0.000424,0.0843,0.155,0.848,120.015,1
Fine Whine,A$Ap Rocky,1tYstq8S2ZLrzqfRSm0sVp,N,0.82,0.601,0.122,0.205,1.22e-06,0.104,0.872,75.001,1
Destined 2 Win,Lil Tjay,395WRTyNwMGx80cDXqg6vM,N,0.521,0.592,0.134,0.0489,0.0,0.267,0.356,129.754,0
Ruin The Friendship,Demi Lovato,4erGV0ePBltpB1Mopul1jg,N,0.502,0.0868,0.349,0.806,0.0,0.128,0.336,76.32,5
My Blood,Twenty One Pilots,5G0HS0yiqofoNyLWXQyXH0,N,0.627,0.694,0.0269,0.00123,0.884,0.194,0.652,108.979,6
On Me,The Game,589jILaMtVqRiVxubmnLiF,N,0.867,0.576,0.334,0.0023,0.0,0.148,0.417,77.983,4
Nephew,Smokepurpp,7b4LMdMrjPLNUNwxO46sQR,N,0.572,0.519,0.212,0.536,0.0,0.102,0.35,128.331,5
Chemtrails Over The Country Club,Lana Del Rey,1A0vYSbkZ6q8wPjFHTzl83,N,0.739,0.586,0.0472,0.0245,0.000252,0.308,0.444,124.026,0
Summer Games,Drake,0lGUPzw6w4mV2FTistURWG,N,0.526,0.525,0.0307,0.0889,0.824,0.0859,0.475,149.01,6
Get Low,Zedd,50x2U9uVnVjbbxZNyhtSg4,N,0.608,0.746,0.184,0.115,0.0087,0.427,0.277,117.072,3
Talk,Yeat,3DNKr4PKvm6weTbNmFSMbn,N,0.645,0.45,0.0353,0.0868,0.207,0.585,0.326,123.063,3
Mele Kalikimaka  Single Version,Bing Crosby,04vLj9QUXoKdRlsp3gkURo,N,0.642,0.768,0.0248,0.208,0.0,0.225,0.546,97.485,1
Crystals,Of Monsters And Men,5sPS26YvtzEbBCHnEtqQAq,N,0.711,0.722,0.202,0.101,1.26e-05,0.628,0.398,120.058,3
Come To Mama,Lady Gaga,3j3pLudjSCN0kaXH0YCps8,N,0.516,0.717,0.0296,0.0157,0.944,0.211,0.588,99.998,6
What Am I,Why Don'T We,4bnjq8zqtCnxTGxll5ezOO,N,0.784,0.521,0.0322,0.062,4.75e-06,0.0995,0.817,101.491,1
Be Right There,Diplo,02hnKrZkgKZkclzMrPwPRw,N,0.857,0.715,0.07,0.024,0.00019,0.239,0.699,119.622,1
Merry Christmas Darling,Christina Perri,6W65jVdn0JtttcvFN1KppC,N,0.685,0.572,0.147,0.11,0.0,0.183,0.275,117.336,0
I'Ll Take You On,Brockhampton,7sxTjnPqokxnHlLrZorBK7,N,0.213,0.353,0.0427,0.646,0.0,0.165,0.199,176.982,5
We Dem Boyz,Wiz Khalifa,72EngNlhSiPugQCQniZ0fY,N,0.895,0.874,0.194,0.0172,5.83e-06,0.102,0.701,93.019,1
Free Spirit,Drake,7D6koFGnIjh4Dwk9AOdxdU,N,0.541,0.844,0.142,0.0309,0.0,0.689,0.604,165.931,3
State Of Emergency,Logic,2ZomYJ3be6cfye1shw4TCd,N,0.795,0.526,0.204,0.067,2e-06,0.134,0.194,140.037,4
Wash Us In The Blood,Kanye West,4eARRF0TmKM3geH6vPg7Js,N,0.779,0.642,0.116,0.0383,0.0,0.2,0.388,82.363,1
Simple Things,Nas,2zDjtJLLGKX4GbIQFzKAOY,N,0.6,0.56,0.0325,0.479,0.0,0.111,0.417,139.469,0
Crown The Kings,Migos,0M9ydKzuF3oZTfYYPfaGX1,N,0.547,0.938,0.144,0.000308,0.0,0.313,0.541,138.031,0
Champagne Problems,Taylor Swift,0zn1oYv6avs4pw4hfELmB7,N,0.631,0.836,0.0422,0.000292,1.93e-05,0.529,0.505,127.048,3
Before I Close My Eyes,Xxxtentacion,63utakUAwjrSRsMG0DFRBH,N,0.523,0.26,0.027,0.824,1.28e-05,0.138,0.164,95.354,5
Look At Me!,Xxxtentacion,1m5HcIPX2T3wSoiHWhgwpA,N,0.732,0.674,0.0424,0.00325,0.0,0.108,0.332,124.957,0
Detention,Melanie Martinez,2BtLL5NgbDjYv30vKdLK19,N,0.642,0.57,0.0573,0.322,0.00856,0.0626,0.611,81.997,1
East Atlanta Love Letter,6Lack,3Q33RhbyoFul9LdKKjticI,N,0.353,0.701,0.0341,0.0755,0.0,0.191,0.464,89.739,0
Nervous,Famous Dex,1KauTvLzJb1rV7S6o9Eeql,N,0.881,0.623,0.119,0.257,1.5e-06,0.0964,0.745,88.953,1
Elon Musk,Ddg,45hgqXjx0fnip2DQvF23dx,N,0.89,0.393,0.117,0.00251,0.93,0.0884,0.512,95.664,6
Misunderstood,Pnb Rock,3DkSirQyz93TaxZ0f0DloI,N,0.752,0.375,0.204,0.533,0.0,0.175,0.591,129.995,4
Cinderella Story,A Boogie Wit Da Hoodie,5m9sW9zAGdIwzY4Kyu0WdR,N,0.613,0.691,0.296,0.141,0.0,0.11,0.451,170.437,4
Let Me Know,Kodak Black,6XmuO9aBU5Fnu7ejdLOiwe,N,0.817,0.552,0.385,0.0318,7.01e-06,0.826,0.808,102.011,3
Eazy  Him & I,G,7MxjKoJgKIxZ0f2gCQBW6W,N,0.617,0.835,0.0923,0.00503,0.0,0.0793,0.835,101.005,1
Early Morning Trappin,Rich The Kid,6excfi52hCKksRlRt55VH2,N,0.775,0.621,0.295,0.332,0.0,0.122,0.15,118.843,4
Run Rudolph Run  Single Version,Chuck Berry,3JBreLq6ooM8qydZXAIdQx,N,0.963,0.549,0.259,0.335,0.0,0.0893,0.669,122.011,4
Go Part 1,Polo G,3UnYMo1aeD0o8VtHy3R8cs,N,0.652,0.643,0.0543,0.207,0.0,0.3,0.536,95.032,1
Lookin Exotic,Future,1ryWdSTZQIrBOp5Bm9UWZt,N,0.896,0.219,0.597,0.297,0.0,0.104,0.598,130.106,4
Talk Of The Town,Jack Harlow,644ysZyhy3ayBapeJxy01j,N,0.586,0.516,0.0386,0.191,0.0,0.489,0.38,109.928,3
High Without Your Love,Loote,7F7gPb5h3CMqcS1SIZvqkY,N,0.651,0.575,0.276,0.652,0.0,0.11,0.539,89.822,4
Steps,Handsome Ghost,5Ij8tiMdJtOTuBvYFSPQ2w,N,0.497,0.527,0.0276,0.691,2.41e-05,0.0629,0.293,137.061,5
Drop,Yo Gotti,08V9Lvq19LbR3IlgL2AYXv,N,0.566,0.933,0.127,0.000138,5.63e-06,0.853,0.491,142.902,3
Lemonade,Internet Money,5sBplhIrmzA4kQGyIOpmDf,N,0.755,0.732,0.195,0.0356,6.46e-05,0.125,0.456,90.018,1
Sleigh Ride,Carpenters,4ukUoXLuFzMixyZyabSGc4,N,0.443,0.245,0.0438,0.689,0.0,0.0931,0.226,133.747,5
Dynamite,Nause,5x4C0abHeP5IWmc4CAGmrc,N,0.685,0.738,0.0595,0.0695,0.0,0.128,0.8,112.972,1
Perplexing Pegasus,Rae Sremmurd,2MvvJqwrrugpi31s77YHRA,N,0.692,0.809,0.0255,0.1,9.77e-05,0.185,0.927,104.023,1
Descending,Tool,0pwObEOHolQZSldJ2q1wpy,N,0.337,0.811,0.0339,0.000483,0.0213,0.182,0.227,175.014,0
Life After Salem,Lil Nas X,1ZwfLPG0QcFkhE0jKPDhZU,N,0.846,0.577,0.365,0.0129,0.0,0.29,0.351,131.884,4
Elastic Heart,Sia,6x0ex5urwhqB3AYLREVRUd,N,0.694,0.964,0.0374,0.00184,0.0707,0.0891,0.837,121.996,1
Ruin My Life,Zara Larsson,0Fc9QSMX6fgEBgDjUax7t7,N,0.689,0.505,0.0933,0.158,0.0,0.138,0.312,99.017,0
Santa Tell Me,Ariana Grande,7rQpURVD1Uqfp4gpGnoLuO,N,0.633,0.745,0.0705,0.0028,0.00152,0.151,0.525,104.857,1
On,Bts,0U4hNZFJYNFdEAXZcHbkkc,N,0.565,0.829,0.0331,0.0586,0.936,0.0537,0.498,82.993,6
Peepin Out The Blinds,Gucci Mane,3EWJVuVgYBk0cmx9B0Lgex,N,0.767,0.682,0.218,0.3,0.0,0.194,0.826,94.512,1
Young Man,Justin Timberlake,3Y7okYdPQivgcNhB7dAgG9,N,0.367,0.122,0.0319,0.984,4.37e-05,0.172,0.104,75.265,5
Come Thru,Trouble,3RoCi49XvcidDK7OqGw7fb,N,0.825,0.572,0.0864,0.0079,0.0,0.113,0.568,141.991,1
Brazil,Declan Mckenna,5QJuMhGWTUB4t9BqR7ndL3,N,0.64,0.427,0.0241,0.0664,0.0,0.0579,0.529,149.703,0
Tik Tok,Kesha,3LUWWox8YYykohBbHUrrxd,N,0.767,0.618,0.032,0.31,0.0,0.179,0.243,121.959,0
Phantom Regret By Jim,The Weeknd,5LvK8z69OPlVaOWU6JHfRJ,N,0.784,0.688,0.386,0.0168,0.0,0.204,0.545,143.871,4
182  Sober,Blink,6WkSUgo1VdpzgtiXKlFPcY,N,0.817,0.551,0.133,0.865,0.000151,0.101,0.142,109.966,5
Sugar,Brockhampton,66dQdXAbtuPdSasezCQVZE,N,0.804,0.157,0.0718,0.922,0.912,0.116,0.762,122.978,2
Budapest,George Ezra,4HqU80xAozomP0XtgxAu6w,N,0.384,0.938,0.124,0.000236,0.0,0.132,0.163,92.859,0
All Summer Long,Kid Rock,32rHadAy6b8xYgSq22C0r8,N,0.691,0.805,0.116,0.732,0.0,0.271,0.87,129.508,1
Young Dumb & Broke,Khalid,28rT3OwXdw4VF1MPYIk1P6,N,0.788,0.684,0.0362,0.176,0.0,0.0372,0.506,117.98,1
Sad Girlz Luv Money Remix,Amaarae,5lYLBAH2uSvERWy8GAcBJz,N,0.751,0.475,0.05,0.0194,0.0231,0.144,0.717,149.957,1
Sinister,Cordae,7z3rc7SCgjbAztt1cbXkVj,N,0.798,0.668,0.25,0.135,4.6e-06,0.0583,0.154,134.006,4
Shape Of You  Galantis Remix,Ed Sheeran,54SMw8TnDcuieolVRXBmni,N,0.721,0.457,0.159,0.308,0.0,0.258,0.63,129.98,1
Mine,Bazzi,6HCDMQZMIa14cCb6mQkLEo,N,0.556,0.627,0.0316,0.0343,1.37e-05,0.0464,0.964,84.93,1
Rainbow,Kacey Musgraves,30VHURM5NOfoZmqp2iKawS,N,0.64,0.683,0.0434,0.169,0.0,0.109,0.4,146.058,0
"Enjoy Right Now, Today","Tyler, The Creator",6HDJKC7XvB0NDSmNtHdcNL,N,0.8,0.742,0.0967,0.0304,7.74e-05,0.162,0.402,128.079,1
Feelings,Maroon 5,0r7CVbZTWZgbTCYdfa2P31,N,0.299,0.468,0.0328,0.741,0.648,0.108,0.381,114.759,2
Champion,Dababy,2YRx8jviX9HnvxD0uDIOma,N,0.753,0.68,0.0349,0.326,4.15e-05,0.423,0.192,105.977,3
Morning Light,Justin Timberlake,0owMmMqkYKJ4g6UcaH5Pho,N,0.636,0.662,0.0765,0.878,0.917,0.206,0.0988,129.007,2
Just A Waste,Pinkpantheress,26AmP3ukYC4Zs9lSGlh55I,N,0.825,0.572,0.0864,0.0079,0.0,0.113,0.568,141.991,1
...Baby One More Time,Britney Spears,0kDYa8nqIIpsAZ8FctJyGQ,N,0.812,0.668,0.265,0.241,0.0,0.552,0.737,141.068,3
Dr. Suess,Ski Mask The Slump God,7KMi67SvcUC1rTfCqNXzoN,N,0.56,0.825,0.0379,0.323,0.0,0.161,0.268,94.931,0
Banded Up,Ronny J,7JZAkIzTNPV9Wd4a4sDdiN,N,0.401,0.364,0.033,0.45,0.0503,0.162,0.224,129.57,5
Like Real People Do,Hozier,4pCvaD8i0KBlJnwuvvx4pM,N,0.474,0.238,0.0431,0.0797,0.755,0.158,0.0638,97.023,6
Wish  Trippie Mix,Diplo,6cUHiQEECDl5m3WFGQ1GCR,N,0.698,0.763,0.205,0.0873,0.0,0.647,0.252,139.939,3
Polaroid,Imagine Dragons,09fsxyy179DPzPuE7rBfOG,N,0.515,0.833,0.0362,0.637,0.946,0.302,0.965,178.48,6
I See Fire,Ed Sheeran,0YtaACxywTb83D4Cq09eKs,N,0.845,0.583,0.0773,0.114,0.000536,0.1,0.842,149.941,1
You Right,Doja Cat,4rmwWGh87KY0ouByBEh1zC,N,0.327,0.923,0.385,0.234,0.0,0.382,0.647,176.281,3
Answer : Love Myself,Bts,7kUQTTXyfQehPumtGpQdLJ,N,0.687,0.645,0.04,0.0509,2.96e-06,0.106,0.424,135.083,0
Guwop,Young Thug,7zjEyeBsaw9gV0jofJLfOM,N,0.59,0.851,0.0972,0.131,0.0,0.0852,0.953,155.933,1
Highest In The Room,Travis Scott,3G1nROoK7883I7WKBIATTw,N,0.568,0.352,0.029,0.785,0.0,0.123,0.234,79.918,5
Let Me Explain,Bryson Tiller,7A6lTWrijRUGwIQS1TJJBC,N,0.828,0.517,0.0741,0.171,0.0,0.15,0.745,152.011,1
You!,Lany,5OS4MreH8uF98w8AYiLBKv,N,0.645,0.252,0.0578,0.137,0.909,0.131,0.115,83.487,6
Fade Away,Logic,2yfJsoJ34dO53bpNF3NJOF,N,0.698,0.838,0.0529,0.00188,0.0,0.113,0.87,110.034,1
It  Gucci On My,Mike Will Made,4FHskN0P3qL2gtGPi4se1n,N,0.842,0.545,0.172,0.625,0.00164,0.103,0.466,97.897,1
Mantra,Earl Sweatshirt,5yZZZZceVPt4yVzztM8N8N,N,0.936,0.585,0.125,0.0142,0.0,0.132,0.242,124.991,0
Town On The Hill,Chance The Rapper,5zB05eKvCIIfIlR4PDSvEp,N,0.681,0.63,0.0385,0.00383,0.0,0.139,0.183,151.951,0
Remote Control,Kanye West,0HiubqhlD4iuegPFy88CNK,N,0.783,0.479,0.541,0.149,0.0,0.101,0.533,176.027,4
Love Of My Life,Harry Styles,0ieS2bue78yadTdPiyzsaO,N,0.571,0.605,0.041,0.0591,0.000121,0.115,0.0859,98.562,0
Up There,Post Malone,7Bmo6whfoysQseB6O5Wm4V,N,0.411,0.965,0.0534,0.000712,0.00197,0.255,0.56,170.076,0
Untitled 06 06.30.2014.,Kendrick Lamar,1U13SSgDOxK98L1FTWYrjQ,N,0.797,0.791,0.0432,0.000679,0.00751,0.0678,0.589,126.004,1
679,Fetty Wap,2d8JP84HNLKhmd6IYOoupQ,N,0.465,0.225,0.0455,0.948,0.00155,0.18,0.207,57.75,5
Girls Want Girls,Drake,5R6bRLwPyEj7LLMSJW766C,N,0.205,0.0997,0.0423,0.993,0.954,0.112,0.0368,75.236,2
Out Of The Woods,Taylor Swift,0GmfiNHSgkKamYgQEMYOH3,N,0.474,0.631,0.343,0.0687,0.0,0.132,0.424,180.056,4
Solo,Frank Ocean,6vyGS4pMEwS4bx3UQXjC3c,N,0.727,0.695,0.0518,0.00839,0.0,0.11,0.811,127.995,1
Kickers  Monster Mash,"Bobby ""Boris"" Pickett & The Crypt",4tc2LnL7zqMMocq75w6nam,N,0.199,0.294,0.0483,0.491,0.875,0.0794,0.0973,124.433,2
Ain'T Far From It,Luke Combs,14OiDZVhNtthziMLFViHoU,N,0.622,0.44,0.275,0.227,0.000936,0.0899,0.583,143.901,4
Wednesday Night Interlude,Drake,3JUU9Ged0sMD14y4fSuBZ4,N,0.823,0.747,0.117,0.0558,0.0,0.0373,0.75,120.005,1
Happy Holiday / The Holiday Season,Andy Williams,5ymVfeMK8cDew5vzntTuc7,N,0.813,0.543,0.211,0.088,7.42e-06,0.112,0.165,137.986,4
I'M Up,Youngboy Never Broke Again,6ChdMi0GZVAM6ENMwNvyjk,N,0.69,0.494,0.294,0.141,1.16e-06,0.289,0.204,78.403,4
She Gon Wink,Takeoff,3g5LyKmlL2npI2uQKyGPHC,N,0.705,0.566,0.09,0.0226,0.0,0.0994,0.0595,127.052,0
Open (Passionate),Kehlani,5HpMZmGVA7YJiRg8SNVFH4,N,0.556,0.721,0.0788,0.0014,0.0746,0.0315,0.399,185.011,0
Kill The Lights,Luke Bryan,0BfgFi5DedehpKzMJrqABI,N,0.818,0.673,0.0708,0.00259,2.72e-06,0.102,0.337,82.0,1
I Know,Big Sean,6bxUnsSGZCmoHHU5auwtps,N,0.718,0.328,0.228,0.0489,0.0,0.313,0.498,85.057,4
Work That,Megan Thee Stallion,3j59mQGu5USFF16v8nPNmw,N,0.676,0.835,0.044,0.00682,3.04e-05,0.081,0.8,104.987,1
Kno The Meaning,Future,5mG3eDThudmceMJ6QJVw1u,N,0.755,0.413,0.191,0.00701,0.919,0.0534,0.0776,95.011,6
Aa,Walker Hayes,7sgrJ9laxFZvZ4RlXsSOtq,N,0.554,0.696,0.0335,0.0237,4.51e-05,0.505,0.446,138.051,3
Stay High  Childish Gambino Version,Brittany Howard,5zFaNeTwCtsBbMc72FtXVo,N,0.38,0.246,0.0329,0.872,0.905,0.084,0.0573,133.805,2
Toxic Punk,Youngboy Never Broke Again,6K2anECyrckidwf5wxS78Q,N,0.433,0.686,0.068,0.71,0.0,0.909,0.898,172.296,3
182  San Diego,Blink,1oTo3ijRbaDAtrjJrGAPSw,N,0.765,0.821,0.183,0.0918,0.0,0.217,0.962,162.519,1
90 Proof,Smino,16jl1W58vcK8Jd5ZGbvd5f,N,0.589,0.4,0.053,0.834,0.0,0.276,0.543,104.439,5
Havin My Way,Lil Skies,7uoUi0Hl5G9EkY7oTt5dv1,N,0.901,0.676,0.251,0.0646,0.0,0.0863,0.452,85.018,4
No Long Talk,Drake,629NRMzA7LTXSuzwG7R1Ag,N,0.567,0.863,0.037,0.00462,4.77e-05,0.207,0.722,106.03,1
Posse On Bouldercrest,Gucci Mane,35cNVvSN8qiMsn3ePTF7BY,N,0.93,0.428,0.372,0.286,0.0,0.066,0.597,130.958,4
Look Who’S Inside Again,Bo Burnham,2v703O2lK2cnp88qyN1dtm,N,0.513,0.583,0.038,0.355,1.96e-05,0.18,0.866,180.183,1
Felices Los 4,Maluma,6hI9Oa4K5yAeo9VlAxgXEg,N,0.852,0.487,0.204,0.00424,2.18e-06,0.201,0.256,120.013,4
Can'T Deny,Nebu Kiniza,4uviFZn0pUClr1Vxf7yJt6,N,0.869,0.712,0.103,0.0715,0.0,0.272,0.435,120.0,1
Fútbol & Rumba,Anuel Aa,4zPnCmS7fhvWAKYpk6mwBR,N,0.666,0.87,0.246,0.203,0.0,0.0851,0.9,160.014,1
Epiphany,Taylor Swift,4yyKppX85ZkmlGOC2toBZA,N,0.744,0.677,0.0873,0.181,0.0,0.158,0.417,155.954,0
Ugh!,The 1975,33ZGmJK4Lsj0HUFvY7ElU1,N,0.497,0.834,0.0567,0.00407,0.0,0.193,0.635,167.003,0
Hey Julie!,Kyle,4ITcbrMbYwD3kuIG304nxO,N,0.855,0.478,0.193,0.00759,0.0,0.101,0.284,130.018,4
Out The Mud,Lil Baby,0geqoN3Y2WbssLpigH3M9D,N,0.865,0.244,0.167,0.836,0.873,0.114,0.122,79.981,2
Chasing After You,Ryan Hurd,2onHGdmJk1ZuBxoWvS7ovP,N,0.249,0.68,0.0594,0.00105,0.0128,0.116,0.143,189.879,0
Romantic  Notd Remix,Stanaj,3iMwZf2P45fKtygP2fa55c,N,0.768,0.374,0.174,0.551,0.859,0.111,0.48,130.017,6
"""42""",Rae Sremmurd,6fujklziTHa8uoM5OQSfIo,N,0.846,0.586,0.25,0.707,0.00015,0.589,0.805,140.067,3
American Sports,Arctic Monkeys,0Qr9Dl5b43RAZuXTSqzBzu,N,0.601,0.574,0.03,0.579,1.14e-05,0.216,0.8,147.964,1
Eazy  Intro,G,1ltHqgJJ3K3Zm9G6Khf2D6,N,0.711,0.76,0.0487,0.0932,0.00258,0.103,0.518,97.054,1
Fr,Lil Baby,5CM8ncprv7TEj3XyBx9bth,N,0.585,0.714,0.116,0.25,0.0,0.0556,0.227,103.051,0
Clementine,Halsey,09oqJ5rdgy6tXjbez6IsWV,N,0.565,0.62,0.0581,0.0621,0.11,0.143,0.308,74.996,0
Dubai Shit,Huncho Jack,7CWiWkccuRRdrmaW6AjVEf,N,0.93,0.433,0.307,0.222,0.074,0.0831,0.611,119.978,4
Prayer In C (Robin Schulz Remix) [Radio Edit],Lilly Wood And The Prick,3y9GDhOJ8GUFIa3DOqLAPZ,N,0.797,0.518,0.053,0.00104,0.814,0.107,0.0949,131.985,6
For Now,P!Nk,0vF3Czo6IcwXFwB3PZ6VGl,N,0.578,0.852,0.29,0.0859,0.0,0.34,0.573,80.917,3
My Time,Bts,1qsggjXBPGy6Lz3gLwqCq2,N,0.161,0.812,0.0637,0.0239,0.000565,0.151,0.19,198.203,0
One Of These Nights  Eagles 2013 Remaster,Eagles,0EbLzgRAninN9VKUooiweR,N,0.741,0.658,0.0853,0.643,3.43e-06,0.307,0.746,142.057,1
You’Re Not Sorry (Taylor’S Version),Taylor Swift,7il917bzUPyXU01HRaNFU6,N,0.503,0.856,0.286,0.0114,0.0,0.256,0.339,102.28,0
You Da Baddest,Future,4mx1jTZua4yQGKQwhTUb68,N,0.79,0.599,0.132,0.0144,0.0,0.126,0.225,156.056,0
So It Goes...,Taylor Swift,6K8oEYCYwvEQWvq8hEDuDi,N,0.849,0.771,0.146,0.0114,3.88e-06,0.19,0.359,101.006,1
Free Promo,Moneybagg Yo,62UBhRicMaRul4OZ4G2isZ,N,0.337,0.627,0.144,0.197,1.2e-05,0.238,0.199,83.698,0
